x1,y1,x2,y2,class,true_class_name,image,image_path,class_id
26,90,612,425,190,Volkswagen Golf Hatchback 2012,05903.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05903.jpg,51
9,99,296,191,175,Rolls-Royce Phantom Drophead Coupe Convertible 2012,05904.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05904.jpg,72
11,14,249,182,119,GMC Savana Van 2012,05905.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05905.jpg,38
53,125,428,318,117,Ford Fiesta Sedan 2012,05906.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05906.jpg,168
145,332,1537,867,173,Porsche Panamera Sedan 2012,05907.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05907.jpg,41
61,72,302,249,24,Audi S4 Sedan 2007,05908.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05908.jpg,105
57,155,525,364,9,Aston Martin V8 Vantage Coupe 2012,05909.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05909.jpg,165
3,100,698,478,106,Ford F-450 Super Duty Crew Cab 2012,05910.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05910.jpg,4
40,37,590,377,78,Chrysler Town and Country Minivan 2012,05911.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05911.jpg,195
47,46,524,306,49,Buick Verano Sedan 2012,05912.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05912.jpg,10
226,135,812,483,120,GMC Yukon Hybrid SUV 2012,05913.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05913.jpg,21
60,185,587,438,177,Rolls-Royce Phantom Sedan 2012,05914.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05914.jpg,40
20,89,607,404,137,Hyundai Genesis Sedan 2012,05915.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05915.jpg,83
146,92,689,356,6,Acura Integra Type R 2001,05916.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05916.jpg,123
30,117,615,365,155,Land Rover LR2 SUV 2012,05917.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05917.jpg,97
25,55,277,150,3,Acura TL Sedan 2012,05918.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05918.jpg,1
36,59,982,658,106,Ford F-450 Super Duty Crew Cab 2012,05919.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05919.jpg,4
32,159,600,377,138,Hyundai Sonata Sedan 2012,05920.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05920.jpg,71
111,213,907,683,1,AM General Hummer SUV 2000,05921.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05921.jpg,107
112,51,559,376,105,Fisker Karma Sedan 2012,05922.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05922.jpg,34
116,119,378,256,44,Bentley Continental Flying Spur Sedan 2007,05923.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05923.jpg,46
64,153,614,528,16,Audi V8 Sedan 1994,05924.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05924.jpg,124
77,28,407,315,122,GMC Canyon Extended Cab 2012,05925.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05925.jpg,57
102,72,528,377,156,Lincoln Town Car Sedan 2011,05926.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05926.jpg,153
68,329,1561,1025,89,Dodge Journey SUV 2012,05927.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05927.jpg,6
74,62,490,370,41,Bentley Mulsanne Sedan 2011,05928.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05928.jpg,109
20,18,467,305,126,Honda Odyssey Minivan 2012,05929.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05929.jpg,60
38,92,420,241,2,Acura RL Sedan 2012,05930.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05930.jpg,191
23,51,218,172,190,Volkswagen Golf Hatchback 2012,05931.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05931.jpg,51
128,132,505,331,55,Chevrolet Corvette Convertible 2012,05932.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05932.jpg,148
10,25,249,171,116,Ford E-Series Wagon Van 2012,05933.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05933.jpg,67
33,66,266,147,105,Fisker Karma Sedan 2012,05934.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05934.jpg,34
84,88,438,292,126,Honda Odyssey Minivan 2012,05935.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05935.jpg,60
13,1,965,679,58,Chevrolet Traverse SUV 2012,05936.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05936.jpg,9
31,27,209,167,88,Dodge Sprinter Cargo Van 2009,05937.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05937.jpg,81
23,142,487,308,103,Ferrari 458 Italia Convertible 2012,05938.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05938.jpg,146
505,524,1451,958,170,Nissan Juke Hatchback 2012,05939.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05939.jpg,22
84,57,595,402,137,Hyundai Genesis Sedan 2012,05940.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05940.jpg,83
27,104,588,446,190,Volkswagen Golf Hatchback 2012,05941.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05941.jpg,51
19,70,729,452,68,Chevrolet TrailBlazer SS 2009,05942.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05942.jpg,114
46,36,226,168,121,GMC Acadia SUV 2012,05943.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05943.jpg,82
93,79,497,361,51,Cadillac CTS-V Sedan 2012,05944.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05944.jpg,74
1648,1508,5205,3389,63,Chevrolet Sonic Sedan 2012,05945.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05945.jpg,129
9,58,220,165,44,Bentley Continental Flying Spur Sedan 2007,05946.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05946.jpg,46
12,31,638,456,28,BMW 1 Series Coupe 2012,05947.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05947.jpg,88
24,26,240,176,48,Buick Rainier SUV 2007,05948.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05948.jpg,121
18,12,287,186,72,Chevrolet Monte Carlo Coupe 2007,05949.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05949.jpg,130
105,127,481,322,144,Jaguar XK XKR 2012,05950.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05950.jpg,89
102,26,654,435,183,Suzuki SX4 Hatchback 2012,05951.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05951.jpg,118
153,390,1560,970,118,GMC Terrain SUV 2012,05952.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05952.jpg,179
14,64,611,415,96,Dodge Charger Sedan 2012,05953.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05953.jpg,7
61,62,403,293,180,Spyker C8 Coupe 2009,05954.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05954.jpg,26
47,113,841,506,136,Hyundai Accent Sedan 2012,05955.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05955.jpg,90
8,66,249,164,188,Toyota Corolla Sedan 2012,05956.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05956.jpg,62
68,94,251,163,104,Ferrari 458 Italia Coupe 2012,05957.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05957.jpg,31
62,65,609,409,129,Honda Accord Sedan 2012,05958.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05958.jpg,181
37,55,475,297,126,Honda Odyssey Minivan 2012,05959.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05959.jpg,60
18,47,594,295,90,Dodge Dakota Crew Cab 2010,05960.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05960.jpg,48
15,7,231,142,83,Dodge Caliber Wagon 2012,05961.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05961.jpg,84
165,101,627,447,162,Mercedes-Benz C-Class Sedan 2012,05962.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05962.jpg,79
283,553,1591,1105,170,Nissan Juke Hatchback 2012,05963.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05963.jpg,22
12,58,260,178,21,Audi S5 Convertible 2012,05964.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05964.jpg,144
63,70,382,299,20,Audi S6 Sedan 2011,05965.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05965.jpg,69
9,62,461,271,142,Infiniti QX56 SUV 2011,05966.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05966.jpg,35
14,67,482,302,3,Acura TL Sedan 2012,05967.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05967.jpg,1
6,76,400,264,17,Audi 100 Sedan 1994,05968.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05968.jpg,55
69,202,753,435,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,05969.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05969.jpg,18
51,164,602,359,115,Ford Focus Sedan 2007,05970.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05970.jpg,169
79,130,565,361,41,Bentley Mulsanne Sedan 2011,05971.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05971.jpg,109
48,10,592,426,23,Audi S4 Sedan 2012,05972.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05972.jpg,127
40,73,452,302,151,Lamborghini Aventador Coupe 2012,05973.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05973.jpg,154
73,62,608,453,186,Toyota Sequoia SUV 2012,05974.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05974.jpg,11
128,152,433,322,155,Land Rover LR2 SUV 2012,05975.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05975.jpg,97
18,114,704,498,123,Geo Metro Convertible 1993,05976.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05976.jpg,5
135,95,1142,789,192,Volkswagen Beetle Hatchback 2012,05977.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05977.jpg,17
44,58,221,149,92,Dodge Magnum Wagon 2008,05978.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05978.jpg,180
73,86,441,306,4,Acura TL Type-S 2008,05979.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05979.jpg,174
1,1,365,264,117,Ford Fiesta Sedan 2012,05980.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05980.jpg,168
9,12,626,450,44,Bentley Continental Flying Spur Sedan 2007,05981.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05981.jpg,46
22,55,540,258,185,Tesla Model S Sedan 2012,05982.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05982.jpg,150
27,52,477,285,59,Chevrolet Camaro Convertible 2012,05983.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05983.jpg,63
33,36,593,428,75,Chevrolet Silverado 1500 Regular Cab 2012,05984.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05984.jpg,159
61,110,972,606,28,BMW 1 Series Coupe 2012,05985.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05985.jpg,88
16,28,418,239,20,Audi S6 Sedan 2011,05986.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05986.jpg,69
151,171,648,408,116,Ford E-Series Wagon Van 2012,05987.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05987.jpg,67
81,73,559,407,132,Hyundai Tucson SUV 2012,05988.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05988.jpg,138
49,172,982,681,90,Dodge Dakota Crew Cab 2010,05989.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05989.jpg,48
162,143,478,307,151,Lamborghini Aventador Coupe 2012,05990.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05990.jpg,154
91,164,534,396,68,Chevrolet TrailBlazer SS 2009,05991.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05991.jpg,114
14,11,639,412,48,Buick Rainier SUV 2007,05992.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05992.jpg,121
105,3,869,700,63,Chevrolet Sonic Sedan 2012,05993.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05993.jpg,129
275,80,657,351,145,Jeep Patriot SUV 2012,05994.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05994.jpg,68
19,82,618,393,161,Mercedes-Benz 300-Class Convertible 1993,05995.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05995.jpg,86
12,102,390,280,77,Chrysler Sebring Convertible 2010,05996.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05996.jpg,122
18,120,638,413,50,Buick Enclave SUV 2012,05997.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05997.jpg,113
313,250,1291,967,170,Nissan Juke Hatchback 2012,05998.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05998.jpg,22
32,103,440,325,159,Mazda Tribute SUV 2011,05999.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/05999.jpg,183
54,58,596,435,87,Dodge Ram Pickup 3500 Quad Cab 2009,06000.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06000.jpg,155
10,47,612,375,176,Rolls-Royce Ghost Sedan 2012,06001.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06001.jpg,106
77,114,960,646,8,Aston Martin V8 Vantage Convertible 2012,06002.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06002.jpg,54
358,366,1300,860,103,Ferrari 458 Italia Convertible 2012,06003.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06003.jpg,146
8,7,256,190,196,smart fortwo Convertible 2012,06004.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06004.jpg,134
18,13,207,108,42,Bentley Continental GT Coupe 2012,06005.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06005.jpg,42
33,55,186,121,39,Bentley Continental Supersports Conv. Convertible 2012,06006.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06006.jpg,170
54,176,493,388,160,McLaren MP4-12C Coupe 2012,06007.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06007.jpg,116
130,346,1489,1090,12,Audi RS 4 Convertible 2008,06008.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06008.jpg,125
27,17,367,271,160,McLaren MP4-12C Coupe 2012,06009.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06009.jpg,116
55,149,552,342,77,Chrysler Sebring Convertible 2010,06010.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06010.jpg,122
39,64,215,143,19,Audi TT Hatchback 2011,06011.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06011.jpg,110
45,156,608,434,120,GMC Yukon Hybrid SUV 2012,06012.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06012.jpg,21
101,59,602,389,195,Volvo XC90 SUV 2007,06013.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06013.jpg,131
274,376,1120,826,100,FIAT 500 Convertible 2012,06014.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06014.jpg,151
22,114,450,295,156,Lincoln Town Car Sedan 2011,06015.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06015.jpg,153
25,103,599,389,187,Toyota Camry Sedan 2012,06016.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06016.jpg,53
1,34,290,260,105,Fisker Karma Sedan 2012,06017.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06017.jpg,34
13,74,287,158,92,Dodge Magnum Wagon 2008,06018.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06018.jpg,180
28,35,230,166,90,Dodge Dakota Crew Cab 2010,06019.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06019.jpg,48
19,63,457,306,12,Audi RS 4 Convertible 2008,06020.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06020.jpg,125
30,56,681,293,144,Jaguar XK XKR 2012,06021.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06021.jpg,89
30,37,544,335,93,Dodge Challenger SRT8 2011,06022.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06022.jpg,117
77,124,528,297,186,Toyota Sequoia SUV 2012,06023.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06023.jpg,11
5,5,498,211,8,Aston Martin V8 Vantage Convertible 2012,06024.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06024.jpg,54
41,128,588,398,78,Chrysler Town and Country Minivan 2012,06025.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06025.jpg,195
31,41,272,189,59,Chevrolet Camaro Convertible 2012,06026.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06026.jpg,63
38,66,379,289,32,BMW X5 SUV 2007,06027.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06027.jpg,172
39,77,1790,919,44,Bentley Continental Flying Spur Sedan 2007,06028.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06028.jpg,46
11,20,637,445,70,Chevrolet Silverado 1500 Classic Extended Cab 2007,06029.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06029.jpg,171
1,89,403,370,30,BMW 3 Series Wagon 2012,06030.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06030.jpg,101
150,239,780,479,101,Ferrari FF Coupe 2012,06031.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06031.jpg,52
12,48,636,422,67,Chevrolet Malibu Hybrid Sedan 2010,06032.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06032.jpg,166
94,269,516,428,73,Chevrolet Malibu Sedan 2007,06033.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06033.jpg,16
139,244,1534,1081,112,Ford GT Coupe 2006,06034.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06034.jpg,73
94,382,1531,1036,39,Bentley Continental Supersports Conv. Convertible 2012,06035.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06035.jpg,170
30,102,680,334,114,Ford F-150 Regular Cab 2007,06036.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06036.jpg,50
106,72,711,480,16,Audi V8 Sedan 1994,06037.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06037.jpg,124
59,65,772,456,160,McLaren MP4-12C Coupe 2012,06038.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06038.jpg,116
43,142,1984,1054,120,GMC Yukon Hybrid SUV 2012,06039.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06039.jpg,21
168,88,583,252,35,BMW M5 Sedan 2010,06040.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06040.jpg,194
20,116,588,338,127,Honda Odyssey Minivan 2007,06041.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06041.jpg,157
80,35,450,360,154,Land Rover Range Rover SUV 2012,06042.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06042.jpg,27
4,28,415,340,130,Hyundai Veloster Hatchback 2012,06043.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06043.jpg,152
13,104,356,243,74,Chevrolet Silverado 1500 Extended Cab 2012,06044.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06044.jpg,78
132,48,533,395,172,Plymouth Neon Coupe 1999,06045.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06045.jpg,15
15,13,464,360,157,MINI Cooper Roadster Convertible 2012,06046.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06046.jpg,190
24,20,283,163,165,Mercedes-Benz S-Class Sedan 2012,06047.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06047.jpg,70
30,88,509,307,57,Chevrolet Corvette Ron Fellows Edition Z06 2007,06048.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06048.jpg,18
411,311,1627,1095,50,Buick Enclave SUV 2012,06049.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06049.jpg,113
38,45,388,278,68,Chevrolet TrailBlazer SS 2009,06050.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06050.jpg,114
13,51,588,338,38,BMW Z4 Convertible 2012,06051.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06051.jpg,32
9,14,490,368,1,AM General Hummer SUV 2000,06052.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06052.jpg,107
12,57,558,476,119,GMC Savana Van 2012,06053.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06053.jpg,38
8,12,294,160,108,Ford Freestar Minivan 2007,06054.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06054.jpg,108
6,63,638,429,75,Chevrolet Silverado 1500 Regular Cab 2012,06055.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06055.jpg,159
58,73,365,246,139,Hyundai Elantra Touring Hatchback 2012,06056.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06056.jpg,28
6,41,462,319,114,Ford F-150 Regular Cab 2007,06057.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06057.jpg,50
59,97,431,275,185,Tesla Model S Sedan 2012,06058.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06058.jpg,150
107,193,552,348,130,Hyundai Veloster Hatchback 2012,06059.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06059.jpg,152
42,63,588,367,54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,06060.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06060.jpg,112
434,441,1805,1126,2,Acura RL Sedan 2012,06061.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06061.jpg,191
116,114,914,584,89,Dodge Journey SUV 2012,06062.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06062.jpg,6
5,9,498,312,130,Hyundai Veloster Hatchback 2012,06063.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06063.jpg,152
35,58,242,148,69,Chevrolet Silverado 2500HD Regular Cab 2012,06064.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06064.jpg,147
8,100,430,257,138,Hyundai Sonata Sedan 2012,06065.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06065.jpg,71
29,20,509,224,68,Chevrolet TrailBlazer SS 2009,06066.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06066.jpg,114
76,220,829,555,15,Audi R8 Coupe 2012,06067.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06067.jpg,44
40,109,615,414,195,Volvo XC90 SUV 2007,06068.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06068.jpg,131
162,101,641,435,154,Land Rover Range Rover SUV 2012,06069.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06069.jpg,27
128,61,529,420,139,Hyundai Elantra Touring Hatchback 2012,06070.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06070.jpg,28
37,34,347,207,19,Audi TT Hatchback 2011,06071.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06071.jpg,110
12,44,179,132,42,Bentley Continental GT Coupe 2012,06072.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06072.jpg,42
131,82,540,406,89,Dodge Journey SUV 2012,06073.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06073.jpg,6
41,313,1061,1333,112,Ford GT Coupe 2006,06074.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06074.jpg,73
13,62,288,175,37,BMW X3 SUV 2012,06075.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06075.jpg,75
37,22,472,337,44,Bentley Continental Flying Spur Sedan 2007,06076.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06076.jpg,46
15,4,234,172,148,Jeep Grand Cherokee SUV 2012,06077.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06077.jpg,43
34,39,343,246,27,BMW 1 Series Convertible 2012,06078.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06078.jpg,192
26,58,496,362,181,Suzuki Aerio Sedan 2007,06079.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06079.jpg,163
13,11,288,163,34,BMW M3 Coupe 2012,06080.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06080.jpg,184
39,43,148,125,161,Mercedes-Benz 300-Class Convertible 1993,06081.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06081.jpg,86
22,70,398,243,165,Mercedes-Benz S-Class Sedan 2012,06082.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06082.jpg,70
134,471,1514,1071,98,Eagle Talon Hatchback 1998,06083.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06083.jpg,185
23,124,553,413,81,Chrysler PT Cruiser Convertible 2008,06084.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06084.jpg,182
138,87,542,359,157,MINI Cooper Roadster Convertible 2012,06085.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06085.jpg,190
31,112,477,271,93,Dodge Challenger SRT8 2011,06086.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06086.jpg,117
58,92,569,407,64,Chevrolet Express Cargo Van 2007,06087.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06087.jpg,178
22,39,221,160,12,Audi RS 4 Convertible 2008,06088.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06088.jpg,125
48,151,540,355,27,BMW 1 Series Convertible 2012,06089.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06089.jpg,192
26,53,236,146,129,Honda Accord Sedan 2012,06090.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06090.jpg,181
1,108,479,471,75,Chevrolet Silverado 1500 Regular Cab 2012,06091.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06091.jpg,159
300,172,721,457,168,Nissan Leaf Hatchback 2012,06092.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06092.jpg,142
6,37,258,113,171,Nissan 240SX Coupe 1998,06093.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06093.jpg,92
36,54,193,131,19,Audi TT Hatchback 2011,06094.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06094.jpg,110
13,27,243,153,134,Hyundai Sonata Hybrid Sedan 2012,06095.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06095.jpg,3
323,493,1280,863,164,Mercedes-Benz E-Class Sedan 2012,06096.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06096.jpg,177
87,77,545,362,84,Dodge Caliber Wagon 2007,06097.jpg,C:/Users/seanf/Desktop/archive/cars_train/cars_train/06097.jpg,137
